species,owner,countryof_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,numberof_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner1,variety,processing_method,moisture,category_one_defects,quakers,color,category_two_defects,expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points
Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,300,60 kg,NUCOFFEE,2012,"March 16th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,0.0,0,0.0,Blue-Green,4,"March 16th, 2013",m,1250.0,1250.0,1250.0,53.78866214870563,46.284322749496745,48.20403928246845,54.72897410968047,50.311177252127074,50.365319144770424,100.0,100.0,100.0,48.024771563238424,51.098075403426776
Arabica,brian beck,Honduras,carrillo cooperativa,Zona: los imposibles,cohorsil,,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2 kg,Specialty Coffee Association,2017,"September 27th, 2017",Brian Beck,Other,Washed / Wet,0.12,0,1.0,Green,6,"September 27th, 2018",m,1500.0,1500.0,1500.0,44.7917720924768,54.75952926196079,43.021081554495936,51.933800269713245,53.33947586072594,50.365319144770424,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,0,1.0,Green,2,"September 8th, 2018",m,1700.0,1700.0,1700.0,50.880489189605086,48.997181171270185,48.20403928246845,57.536456087590935,44.28308102972176,50.365319144770424,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0366,beneficio ixchel,11/23/0366,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,"June 1st, 2018",m,1700.0,1700.0,1700.0,53.78866214870563,52.07203828920501,45.46849261792725,54.72897410968047,47.14497441387748,45.1331456701516,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0400,beneficio ixchel,11/23/0400,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,20,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,"June 1st, 2018",ft,157.8864,157.8864,157.8864,50.880489189605086,48.997181171270185,45.46849261792725,54.72897410968047,50.311177252127074,50.365319144770424,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,juan luis alvarado romero,Guatemala,providencia,11/43367/12,beneficio 2000,11/43367/12,asociación nacional del café - anacafe -,,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",275,69 kg,Asociacion Nacional Del Café,2017,"January 20th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,0.11,0,2.0,Green,3,"January 20th, 2018",m,,,,47.830941407315294,46.284322749496745,41.036466756497596,57.536456087590935,55.91180052581991,50.365319144770424,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",nguruma,,,GOP,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,10,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Gladness Obed Pallangyo,Ruiru 11,Washed / Wet,0.13,0,0.0,Green,7,"November 15th, 2016",m,2285.0,2285.0,2285.0,53.78866214870563,41.526148015718114,50.90766054699463,46.167442201424855,55.91180052581991,47.440536443106716,100.0,100.0,100.0,52.99670568463786,50.59557224763599
Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,0,"October 7th, 2016",m,1.0,1.0,1.0,37.16011689044636,59.88172945979051,48.20403928246845,49.065160846663716,58.69548950759715,47.440536443106716,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-023-0024,the coffee source inc.,1400 mts,atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,0.1,0,0.0,Green,0,"December 18th, 2015",m,1400.0,1400.0,1400.0,47.830941407315294,48.997181171270185,53.570342264468884,54.72897410968047,47.14497441387748,50.365319144770424,100.0,100.0,100.0,45.753725592772824,50.59557224763599
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,,la yerba,703805790,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,10,1 kg,AMECAFE,2014,"August 14th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Washed / Wet,0.11,0,0.0,Green,0,"August 14th, 2015",m,1296.0,1296.0,1296.0,44.7917720924768,48.997181171270185,50.90766054699463,51.933800269713245,47.14497441387748,50.365319144770424,100.0,100.0,100.0,52.99670568463786,50.59557224763599
Arabica,nucoffee,Brazil,fazenda serra negra,,,002/1251/0228,nucoffee,1000m,south of minas,Betina Vilela Reis,39,60 kg,NUCOFFEE,2012,"May 8th, 2014",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,0.12,0,0.0,Blue-Green,1,"May 8th, 2015",m,1000.0,1000.0,1000.0,50.880489189605086,54.75952926196079,48.20403928246845,49.065160846663716,50.311177252127074,47.440536443106716,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,220,60 kg,Specialty Coffee Association,2013/2014,"December 30th, 2013",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,0,"December 30th, 2014",m,1260.0,1260.0,1260.0,39.52621206618049,43.90740165714778,45.46849261792725,49.065160846663716,47.14497441387748,50.365319144770424,100.0,100.0,100.0,66.54771645900715,50.59557224763599
Arabica,manuel herrera juarez,Mexico,finca los barreales,,finca los barreales,0,,1170,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2013,"December 12th, 2013",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,"December 12th, 2014",m,1170.0,1170.0,1170.0,47.830941407315294,52.07203828920501,53.570342264468884,61.969754794509214,47.14497441387748,55.58829507324834,37.093842995122785,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,nestor mendez gomez,Mexico,cipresal,,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1560,chiapas,EMPERATRIZ GARCIA MUÑOZ,49,1 kg,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,0.12,0,0.0,Green,5,"March 29th, 2014",m,1560.0,1560.0,1560.0,47.830941407315294,46.284322749496745,50.90766054699463,54.72897410968047,47.14497441387748,53.21046281822518,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,jesus salazar velasco,Mexico,pante san pedro,,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1400,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,20,1 kg,AMECAFE,2012,"September 11th, 2012",JESUS SALAZAR VELASCO,Typica,Semi-washed / Semi-pulped,0.13,0,0.0,Green,2,"September 11th, 2013",m,1400.0,1400.0,1400.0,44.7917720924768,52.07203828920501,53.570342264468884,46.167442201424855,53.33947586072594,50.365319144770424,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",,"cafetal el equimite, rancho agroecológico",0,,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1 kg,AMECAFE,2012,"September 10th, 2012","El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,0.14,0,0.0,Green,9,"September 10th, 2013",m,1300.0,1300.0,1300.0,44.7917720924768,52.07203828920501,48.20403928246845,51.933800269713245,50.311177252127074,50.365319144770424,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,,"los barreales, teocelo, veracruz",0,finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Caturra,Washed / Wet,0.13,0,0.0,Green,1,"August 31st, 2013",m,1170.0,1170.0,1170.0,56.73472461878255,43.90740165714778,45.46849261792725,51.933800269713245,53.33947586072594,45.1331456701516,100.0,100.0,100.0,52.99670568463786,50.59557224763599
Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,,corral del diablo lote 1,3252,,1300,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,74,1 kg,AMECAFE,2012,"July 25th, 2012",DARIO CESAR GALEANA SANCHEZ,Typica,Washed / Wet,0.11,0,0.0,Green,0,"July 25th, 2013",m,1300.0,1300.0,1300.0,47.830941407315294,52.07203828920501,48.20403928246845,49.065160846663716,50.311177252127074,50.365319144770424,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,jose daniel cobilt castro,Mexico,cañada fria,,huatusco,1104558673,,1350,veracruz,JOSE DANIEL COBILT CASTRO,26,1 kg,AMECAFE,2012,"July 11th, 2012",JOSE DANIEL COBILT CASTRO,Pacamara,Washed / Wet,0.14,0,0.0,Green,6,"July 11th, 2013",m,1350.0,1350.0,1350.0,50.880489189605086,52.07203828920501,43.021081554495936,49.065160846663716,50.311177252127074,50.365319144770424,100.0,100.0,100.0,52.99670568463786,50.59557224763599
Arabica,alvaro quiros perez,Mexico,finca nextlalpa,,xicotepec de juarez,"120706171, 1207106169",,1150,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,1 kg,AMECAFE,2012,"July 3rd, 2012",ALVARO QUIROS PEREZ,Caturra,Washed / Wet,0.11,0,0.0,Green,0,"July 3rd, 2013",m,1150.0,1150.0,1150.0,50.880489189605086,43.90740165714778,48.20403928246845,51.933800269713245,50.311177252127074,50.365319144770424,100.0,100.0,100.0,52.99670568463786,50.59557224763599
Arabica,olivia hernandez virves,Mexico,santa rosa,,,125464,,1250,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,1,1 kg,AMECAFE,2012,"June 6th, 2012",OLIVIA HERNANDEZ VIRVES,Bourbon,Washed / Wet,0.13,0,0.0,,4,"June 6th, 2013",m,1250.0,1250.0,1250.0,53.78866214870563,52.07203828920501,48.20403928246845,46.167442201424855,53.33947586072594,45.1331456701516,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,finca las nieves,Mexico,fln mirador,,finca las nieves,1,finca las nieves,1450,fln mirador,ROBIN CLEAVER,10,1 kg,AMECAFE,2012,"April 9th, 2012",FINCA LAS NIEVES,Typica,Washed / Wet,0.12,0,0.0,Bluish-Green,0,"April 9th, 2013",m,1450.0,1450.0,1450.0,59.45567645614405,48.997181171270185,50.90766054699463,54.72897410968047,38.78541871885235,45.1331456701516,100.0,100.0,100.0,50.44655423872187,50.59557224763599
Arabica,nucoffee,Brazil,santa mariana,,,002/1251/185,nucoffee,,south of minas,Glycia Maria,51,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Natural / Dry,0.11,0,0.0,Blue-Green,2,"January 22nd, 2013",m,,,,56.73472461878255,48.997181171270185,50.90766054699463,46.167442201424855,50.311177252127074,47.440536443106716,100.0,100.0,100.0,48.024771563238424,50.59557224763599
Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1396,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,"April 6th, 2017",Bismarck Castro,Caturra,Washed / Wet,0.1,0,1.0,Green,8,"April 6th, 2018",m,1396.0,1396.0,1396.0,47.830941407315294,52.07203828920501,48.20403928246845,49.065160846663716,47.14497441387748,47.440536443106716,100.0,100.0,100.0,52.99670568463786,49.999999999529535
Arabica,pedro santos e silva,Brazil,fazenda são pedro,0063/17,alfenas,,olam,982,cerrado,Tulio Taft Bovaretto,320,2 kg,Brazil Specialty Coffee Association,2016,"February 9th, 2017",Pedro Santos e Silva,Catuai,Natural / Dry,0.11,0,3.0,Green,11,"February 9th, 2018",m,982.0,982.0,982.0,42.16567891292771,48.997181171270185,53.570342264468884,43.65732305274701,50.311177252127074,50.365319144770424,100.0,100.0,100.0,55.14568256562615,49.999999999529535
Arabica,ipanema coffees,Brazil,capoeirinha,008/16B,dry mill,002/1660/0106,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,0.11,0,2.0,Bluish-Green,3,"August 16th, 2017",m,934.0,934.0,934.0,47.830941407315294,48.997181171270185,50.90766054699463,49.065160846663716,47.14497441387748,50.365319144770424,100.0,100.0,100.0,50.44655423872187,49.999999999529535
Arabica,"ceca, s.a.",Costa Rica,gamboa,8270,beneficio montañas del diamante,5-025-0294,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,100,69 kg,Specialty Coffee Association of Costa Rica,2015,"July 15th, 2016","CECA, S.A.",Caturra,Washed / Wet,0.1,6,1.0,Bluish-Green,3,"July 15th, 2017",m,1850.0,1850.0,1850.0,56.73472461878255,48.997181171270185,45.46849261792725,41.30451049146193,47.14497441387748,55.58829507324834,100.0,100.0,100.0,50.44655423872187,49.999999999529535
Arabica,rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,5/423/0127,panamerican coffee trading,1550,tarrazu,Johanna,130,69 kg,Specialty Coffee Association of Costa Rica,2015,"May 17th, 2016",Rodrigo Soto,Catuai,Washed / Wet,0.0,0,2.0,Green,0,"May 17th, 2017",m,1550.0,1550.0,1550.0,56.73472461878255,43.90740165714778,53.570342264468884,49.065160846663716,44.28308102972176,53.21046281822518,100.0,100.0,100.0,45.753725592772824,49.999999999529535
Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,YNC-16053,yun lan coffee co. ltd mill,,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Pulped natural / honey,0.12,0,6.0,Green,2,"April 5th, 2017",m,1580.0,1580.0,1580.0,47.830941407315294,52.07203828920501,50.90766054699463,49.065160846663716,47.14497441387748,47.440536443106716,100.0,100.0,100.0,50.44655423872187,49.999999999529535
Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0107,ipanema coffees,1268,south of minas,Ipanema Agrícola SA,12,2 kg,Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Bourbon,Natural / Dry,0.07,0,0.0,Green,0,"October 7th, 2016",m,1268.0,1268.0,1268.0,69.08952548890379,59.88172945979051,45.46849261792725,70.17460675379785,70.42569154739009,66.43005638128265,100.0,28.877410935908067,100.0,57.01416981461682,49.999999999529535
Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,,beneficio exportacafe agua santa,11-52-349,exportcafe,5500 metros,huehuetenango,AMANCIO DEL VALLE CARRILLO,275,69 kg,Asociacion Nacional Del Café,2015,"March 10th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,0,0.0,Green,6,"March 9th, 2016",ft,1676.4,1676.4,1676.4,47.830941407315294,46.284322749496745,43.021081554495936,59.90469214398085,50.311177252127074,50.365319144770424,100.0,100.0,100.0,48.024771563238424,49.999999999529535
Arabica,afca,Malawi,utchisi mountain,,mzuzu coffee coop union,C22,mzuzu coffee planters coop union,1450 m,mzuzu,Mzuzu Coffee Planters Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,0.12,0,0.0,Green,0,"November 4th, 2015",m,1450.0,1450.0,1450.0,42.16567891292771,52.07203828920501,50.90766054699463,51.933800269713245,44.28308102972176,50.365319144770424,100.0,100.0,100.0,52.99670568463786,49.999999999529535
Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,10,2 kg,Specialty Coffee Association,2014/2015,"October 15th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,0.11,0,0.0,Blue-Green,0,"October 15th, 2015",m,1100.0,1100.0,1100.0,56.73472461878255,66.4885778857409,58.47385198334097,66.25804828653614,68.45350997602131,64.68213542417124,100.0,100.0,23.941682275203043,63.108751296013764,49.999999999529535
Arabica,juan luis alvarado romero,Guatemala,el morito,,el morito,11/972/28,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,0.12,0,0.0,Green,3,"June 10th, 2015",ft,1524.0,1524.0,1524.0,50.880489189605086,54.75952926196079,53.570342264468884,51.933800269713245,58.69548950759715,50.365319144770424,37.093842995122785,100.0,100.0,48.024771563238424,49.999999999529535
Arabica,the coffee source inc.,Colombia,several,,antioquia,3-037-996,the coffee source inc.,1300,antioquia,SEVERAL,250,3 kg,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,0.1,0,0.0,Green,2,"January 21st, 2015",m,1300.0,1300.0,1300.0,44.7917720924768,43.90740165714778,53.570342264468884,38.70492587935448,36.28309821459189,70.17460675379785,100.0,100.0,100.0,50.44655423872187,49.999999999529535
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,,guo cun nong yuan 國村農園,,blossom valley宸嶧國際,200 m,changhua baguashan 彰化市八卦山,Zhang shui sheng 張水勝,10,20 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,"December 26th, 2014",m,200.0,200.0,200.0,47.830941407315294,48.997181171270185,53.570342264468884,49.065160846663716,50.311177252127074,50.365319144770424,100.0,100.0,100.0,45.753725592772824,49.999999999529535
Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1015,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.12,2,0.0,Green,1,"July 16th, 2014",ft,1310.64,1310.64,1310.64,47.830941407315294,46.284322749496745,56.20877889695938,49.065160846663716,50.311177252127074,53.21046281822518,100.0,100.0,100.0,43.351437604814556,49.999999999529535
Arabica,alfredo bojalil,Mexico,santa teresa,,amsa tuxtla,2222,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 15th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,0.12,0,0.0,Green,3,"March 15th, 2014",m,1300.0,1300.0,1300.0,53.78866214870563,48.997181171270185,50.90766054699463,49.065160846663716,47.14497441387748,47.440536443106716,100.0,100.0,100.0,48.024771563238424,49.999999999529535
Arabica,juan luis alvarado romero,Guatemala,finca el morito,,beneficio el morito,11/9768/02,finca el morito,5500-6000 psnm,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.11,0,0.0,Green,3,"October 5th, 2013",ft,1676.4,1828.8,1752.6,53.78866214870563,48.997181171270185,48.20403928246845,54.72897410968047,50.311177252127074,45.1331456701516,100.0,100.0,100.0,45.753725592772824,49.999999999529535
Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,,en tlalnepantla,1702806437,,441,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Natural / Dry,0.15,1,0.0,None,8,"September 27th, 2013",m,441.0,441.0,441.0,50.880489189605086,54.75952926196079,56.20877889695938,43.65732305274701,33.62786292086504,53.21046281822518,100.0,100.0,100.0,52.99670568463786,49.999999999529535
Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,,finca los barreales,0,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,0.13,0,0.0,Green,9,"August 31st, 2013",m,1170.0,1170.0,1170.0,53.78866214870563,52.07203828920501,53.570342264468884,51.933800269713245,50.311177252127074,50.365319144770424,100.0,100.0,100.0,38.23303305876785,49.999999999529535
Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"May 23rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,2,0.0,Green,5,"May 23rd, 2013",ft,1310.64,1310.64,1310.64,47.830941407315294,54.75952926196079,48.20403928246845,49.065160846663716,44.28308102972176,50.365319144770424,100.0,100.0,100.0,50.44655423872187,49.999999999529535
Arabica,nucoffee,Brazil,sitío santa luzia,,,002/1251/0243,nucoffee,1100m,grama valley,José Malagutti,16,60 kg,NUCOFFEE,2012,"April 11th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,0.12,0,0.0,Green,2,"April 11th, 2013",m,1100.0,1100.0,1100.0,50.880489189605086,48.997181171270185,50.90766054699463,49.065160846663716,50.311177252127074,47.440536443106716,100.0,100.0,100.0,48.024771563238424,49.999999999529535
Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,,cafetal santa maria,1405830166,eczcafe fino s.a. de c.v.,1200 a 1400,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,10,1 kg,AMECAFE,2012,"March 5th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Typica,Washed / Wet,0.11,0,0.0,Green,0,"March 5th, 2013",m,1200.0,1400.0,1300.0,63.7921431032108,57.33580623084404,48.20403928246845,43.65732305274701,36.28309821459189,55.58829507324834,37.093842995122785,100.0,100.0,58.94266813856932,49.999999999529535
Arabica,nucoffee,Brazil,café citrus,,,002/1251/0247,nucoffee,950m,south of minas,José Alberto dos Santos,44,60 kg,NUCOFFEE,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Washed / Wet,0.11,0,0.0,Green,2,"February 16th, 2013",m,950.0,950.0,950.0,50.880489189605086,52.07203828920501,45.46849261792725,51.933800269713245,47.14497441387748,50.365319144770424,100.0,100.0,100.0,48.024771563238424,49.999999999529535
Arabica,klem organics,Brazil,fazendas klem ltda,KLEM-C04,dry mill,002/1566/0003,klem organics coffee,1100,brazil matas de minas,NAGIPE VIANA KLEM,1062,5 kg,Specialty Coffee Association,,"November 15th, 2017",KlemOrganics,Catuai,Washed / Wet,0.09,2,6.0,Green,10,"November 15th, 2018",m,1100.0,1100.0,1100.0,50.880489189605086,48.997181171270185,45.46849261792725,46.167442201424855,55.91180052581991,45.1331456701516,100.0,100.0,100.0,50.44655423872187,49.472178788040985
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,眉泉莊園        ,1,台中市新社區新社里中和街4段88號        ,,宸嶧國際,,,林玲美0918232039        ,1,10 kg,Blossom Valley International,2016/2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,0.1,0,0.0,Blue-Green,0,"February 13th, 2018",m,,,,33.33209284151602,37.91193688437828,39.27794048470613,38.70492587935448,33.62786292086504,36.891248703045335,100.0,100.0,100.0,100.0,49.472178788040985
Arabica,juan luis alvarado romero,Guatemala,linda vista,11/973/158,beneficio humedo,11/973/158,mercon guatemala s.a.,1450,nuevo oriente,PABLO CHUY,275,69 kg,Asociacion Nacional Del Café,2016,"August 31st, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,0.11,0,2.0,Green,2,"August 31st, 2017",m,1450.0,1450.0,1450.0,53.78866214870563,48.997181171270185,45.46849261792725,54.72897410968047,47.14497441387748,47.440536443106716,100.0,100.0,100.0,45.753725592772824,49.472178788040985
Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,180,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,9,"October 7th, 2016",m,1.0,1.0,1.0,44.7917720924768,54.75952926196079,53.570342264468884,35.937624389957904,50.311177252127074,47.440536443106716,100.0,100.0,100.0,55.14568256562615,49.472178788040985
Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,,tuxpal,391,consejo salvadoreño del café,1500,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,Salvadoran Coffee Council,2014,"July 8th, 2015",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,"July 7th, 2016",m,1500.0,1500.0,1500.0,50.880489189605086,54.75952926196079,53.570342264468884,54.72897410968047,61.45847938985257,71.77280037198474,37.093842995122785,35.09708327118937,35.404048572007326,52.99670568463786,49.472178788040985
Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,0.11,0,0.0,Green,2,"April 14th, 2016",m,1350.0,1350.0,1350.0,50.880489189605086,48.997181171270185,50.90766054699463,51.933800269713245,47.14497441387748,47.440536443106716,100.0,100.0,100.0,45.753725592772824,49.472178788040985
Arabica,afca,Malawi,kachere,,mzuzu coffee coop union,C20,mzuzu coffee planters coop union,1180m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,0.13,0,0.0,Blue-Green,0,"November 4th, 2015",m,1180.0,1180.0,1180.0,50.880489189605086,46.284322749496745,48.20403928246845,46.167442201424855,53.33947586072594,50.365319144770424,100.0,100.0,100.0,48.024771563238424,49.472178788040985
Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,0.11,0,0.0,Green,0,"October 16th, 2015",m,1100.0,1100.0,1100.0,56.73472461878255,52.07203828920501,50.90766054699463,46.167442201424855,44.28308102972176,45.1331456701516,100.0,100.0,100.0,48.024771563238424,49.472178788040985
